PEDIDO_ORIGINAL,PRIMERA_FECHA,ULTIMA_FECHA,CANTIDAD_EVENTOS
82393117,2026-07-31,2026-07-31,2
91785190,2026-07-01,2026-07-01,2
82389563,2026-07-02,2026-07-02,13
91782017,2026-05-04,2026-05-04,2
91782090,2026-05-04,2026-05-04,3
91782161,2026-05-04,2026-05-04,15
91783446,2026-06-01,2026-06-01,28
82388134,2026-06-26,2026-06-26,5
82383836,2026-06-01,2026-06-01,27
82383861,2026-06-01,2026-06-01,18
82379344,2026-05-04,2026-05-04,27
91786459,2026-07-31,2026-07-31,19
91784824,2026-06-26,2026-06-26,29
82388780,2026-07-01,2026-07-01,13
82388956,2026-07-01,2026-07-01,27
82379406,2026-05-04,2026-05-04,11
91785068,2026-07-01,2026-07-01,11
91785081,2026-07-01,2026-07-01,2
91783357,2026-05-28,2026-05-28,2
91782180,2026-05-04,2026-05-04,3
91783467,2026-06-01,2026-06-01,14
82383672,2026-05-29,2026-05-29,11
91784927,2026-06-30,2026-06-30,2
91785306,2026-07-02,2026-07-02,26
91782091,2026-05-04,2026-05-04,28
91782113,2026-05-04,2026-05-04,23
82383348,2026-05-28,2026-05-28,27
82388789,2026-07-01,2026-07-01,27
82388825,2026-07-01,2026-07-01,27
82379295,2026-05-04,2026-05-04,1
82379302,2026-05-04,2026-05-04,10
82379384,2026-05-04,2026-05-04,1
82384069,2026-06-01,2026-06-01,1
91785143,2026-07-01,2026-07-01,28
91784852,2026-06-30,2026-06-30,3
82388948,2026-07-01,2026-07-01,22
82389043,2026-07-01,2026-07-01,4
82393153,2026-07-31,2026-07-31,27
91785021,2026-07-01,2026-07-01,6
91785038,2026-07-01,2026-07-01,9
91783299,2026-05-28,2026-05-28,18
91785089,2026-07-01,2026-07-01,2
91783358,2026-05-28,2026-05-28,2
91783294,2026-05-28,2026-05-28,2
91783462,2026-06-01,2026-06-01,6
82393154,2026-07-31,2026-07-31,18
91785319,2026-07-02,2026-07-02,26
91783513,2026-06-01,2026-06-01,28
91786498,2026-07-31,2026-07-31,3
82379338,2026-05-04,2026-05-04,28
82379684,2026-05-04,2026-05-04,7
91784973,2026-07-01,2026-07-01,28
91782168,2026-05-04,2026-05-04,6
91784825,2026-06-26,2026-06-26,28
82388638,2026-07-01,2026-07-01,27
91784945,2026-06-30,2026-06-30,7
91786452,2026-07-31,2026-07-31,11
91786509,2026-07-31,2026-07-31,2
91782077,2026-05-04,2026-05-04,2
82383367,2026-05-28,2026-05-28,24
82383650,2026-05-29,2026-05-29,6
82383837,2026-06-01,2026-06-01,19
82389554,2026-07-02,2026-07-02,23
82379310,2026-05-04,2026-05-04,27
82383869,2026-06-01,2026-06-01,27
91784795,2026-06-26,2026-06-26,2
82384048,2026-06-01,2026-06-01,13
82379359,2026-05-04,2026-05-04,13
82379656,2026-05-04,2026-05-04,1
91785218,2026-07-01,2026-07-01,2
91785227,2026-07-01,2026-07-01,2
91783597,2026-06-01,2026-06-01,2
82388124,2026-06-26,2026-06-26,20
82379089,2026-05-04,2026-05-04,27
82379248,2026-05-04,2026-05-04,27
82379288,2026-05-04,2026-05-04,16
82379654,2026-05-04,2026-05-04,27
91785202,2026-07-01,2026-07-01,2
91785287,2026-07-02,2026-07-02,22
82389061,2026-07-01,2026-07-01,11
82389598,2026-07-02,2026-07-02,8
82379364,2026-05-04,2026-05-04,21
82384062,2026-06-01,2026-06-01,3
82393113,2026-07-31,2026-07-31,1
82393131,2026-07-31,2026-07-31,1
91783308,2026-05-28,2026-05-28,28
91785145,2026-07-01,2026-07-01,2
91786481,2026-07-31,2026-07-31,23
91786513,2026-07-31,2026-07-31,2
91785176,2026-07-01,2026-07-01,18
91783409,2026-05-29,2026-05-29,2
91783434,2026-05-29,2026-05-29,19
91782010,2026-05-04,2026-05-04,2
91782165,2026-05-04,2026-05-04,2
82383651,2026-05-29,2026-05-29,23
82383653,2026-05-29,2026-05-29,27
82383840,2026-06-01,2026-06-01,27
82379303,2026-05-04,2026-05-04,1
82388647,2026-06-30,2026-06-30,27
82383938,2026-06-01,2026-06-01,8
91786476,2026-07-31,2026-07-31,6
91782139,2026-05-04,2026-05-04,16
91784829,2026-06-26,2026-06-26,2
82388311,2026-06-30,2026-06-30,2
82379262,2026-05-04,2026-05-04,25
82379385,2026-05-04,2026-05-04,27
91784965,2026-07-01,2026-07-01,28
91784936,2026-06-30,2026-06-30,12
91786467,2026-07-31,2026-07-31,28
91783289,2026-05-28,2026-05-28,28
91783452,2026-06-01,2026-06-01,28
82388171,2026-06-26,2026-06-26,1
82389556,2026-07-02,2026-07-02,27
82393112,2026-07-31,2026-07-31,1
91785013,2026-07-01,2026-07-01,28
91785097,2026-07-01,2026-07-01,2
91785279,2026-07-02,2026-07-02,2
91786462,2026-07-31,2026-07-31,4
91783614,2026-06-01,2026-06-01,2
91784786,2026-06-26,2026-06-26,6
82388166,2026-06-26,2026-06-26,27
82388939,2026-07-01,2026-07-01,6
82389019,2026-07-01,2026-07-01,26
82384064,2026-06-01,2026-06-01,26
91784999,2026-07-01,2026-07-01,28
91785045,2026-07-01,2026-07-01,28
91785116,2026-07-01,2026-07-01,2
91786485,2026-07-31,2026-07-31,3
91783463,2026-06-01,2026-06-01,14
91784955,2026-07-01,2026-07-01,21
82383371,2026-05-28,2026-05-28,4
82388475,2026-06-30,2026-06-30,1
91785052,2026-07-01,2026-07-01,11
91783429,2026-05-29,2026-05-29,11
91786496,2026-07-31,2026-07-31,26
91782061,2026-05-04,2026-05-04,18
91782125,2026-05-04,2026-05-04,28
91783459,2026-06-01,2026-06-01,5
82388776,2026-07-01,2026-07-01,15
82388917,2026-07-01,2026-07-01,1
82388188,2026-06-26,2026-06-26,1
91785103,2026-07-01,2026-07-01,2
82389085,2026-07-01,2026-07-01,10
82388313,2026-06-30,2026-06-30,7
82379269,2026-05-04,2026-05-04,4
82379271,2026-05-04,2026-05-04,27
82389410,2026-07-02,2026-07-02,1
82384054,2026-06-01,2026-06-01,3
82388963,2026-07-01,2026-07-01,12
82389041,2026-07-01,2026-07-01,9
82388471,2026-06-30,2026-06-30,1
82379281,2026-05-04,2026-05-04,8
82383948,2026-06-01,2026-06-01,20
82393120,2026-07-31,2026-07-31,2
91785107,2026-07-01,2026-07-01,28
91784861,2026-06-30,2026-06-30,12
82388931,2026-07-01,2026-07-01,3
91783304,2026-05-28,2026-05-28,28
91785154,2026-07-01,2026-07-01,2
91782143,2026-05-04,2026-05-04,27
82388773,2026-07-01,2026-07-01,27
91785018,2026-07-01,2026-07-01,28
91785262,2026-07-02,2026-07-02,8
91785299,2026-07-02,2026-07-02,28
91785307,2026-07-02,2026-07-02,28
91782118,2026-05-04,2026-05-04,28
91782121,2026-05-04,2026-05-04,28
82383662,2026-05-29,2026-05-29,27
82388791,2026-07-01,2026-07-01,27
91783512,2026-06-01,2026-06-01,28
91783524,2026-06-01,2026-06-01,21
91782060,2026-05-04,2026-05-04,7
82383361,2026-05-28,2026-05-28,24
82383826,2026-06-01,2026-06-01,27
82388458,2026-06-30,2026-06-30,18
82383871,2026-06-01,2026-06-01,2
82379685,2026-05-04,2026-05-04,1
91785001,2026-07-01,2026-07-01,28
91785104,2026-07-01,2026-07-01,2
91782040,2026-05-04,2026-05-04,17
82383636,2026-05-29,2026-05-29,10
82388648,2026-06-30,2026-06-30,27
91784986,2026-07-01,2026-07-01,28
91785169,2026-07-01,2026-07-01,28
91783620,2026-06-01,2026-06-01,28
91782141,2026-05-04,2026-05-04,7
91783472,2026-06-01,2026-06-01,7
82388916,2026-07-01,2026-07-01,7
91783500,2026-06-01,2026-06-01,13
91786516,2026-07-31,2026-07-31,2
91782067,2026-05-04,2026-05-04,26
91782149,2026-05-04,2026-05-04,28
91782159,2026-05-04,2026-05-04,21
82383393,2026-05-28,2026-05-28,3
82383666,2026-05-29,2026-05-29,27
82388772,2026-07-01,2026-07-01,27
82379261,2026-05-04,2026-05-04,1
82388479,2026-06-30,2026-06-30,22
82379332,2026-05-04,2026-05-04,19
82379346,2026-05-04,2026-05-04,27
82379352,2026-05-04,2026-05-04,12
91782035,2026-05-04,2026-05-04,16
82388152,2026-06-26,2026-06-26,27
82389028,2026-07-01,2026-07-01,1
82383773,2026-06-01,2026-06-01,10
82389365,2026-07-02,2026-07-02,25
82379314,2026-05-04,2026-05-04,27
82388644,2026-06-30,2026-06-30,1
91783287,2026-05-28,2026-05-28,2
82393099,2026-07-31,2026-07-31,1
91784960,2026-07-01,2026-07-01,28
91785093,2026-07-01,2026-07-01,2
91785105,2026-07-01,2026-07-01,2
91786450,2026-07-31,2026-07-31,28
91782136,2026-05-04,2026-05-04,2
82388783,2026-07-01,2026-07-01,27
82389039,2026-07-01,2026-07-01,1
82379255,2026-05-04,2026-05-04,8
82383941,2026-06-01,2026-06-01,6
82379398,2026-05-04,2026-05-04,21
91784931,2026-06-30,2026-06-30,8
91785112,2026-07-01,2026-07-01,2
91784887,2026-06-30,2026-06-30,12
82383350,2026-05-28,2026-05-28,27
82388864,2026-07-01,2026-07-01,27
82379263,2026-05-04,2026-05-04,27
91783365,2026-05-28,2026-05-28,4
91785219,2026-07-01,2026-07-01,2
91783412,2026-05-29,2026-05-29,2
91786515,2026-07-31,2026-07-31,2
91786517,2026-07-31,2026-07-31,17
82388818,2026-07-01,2026-07-01,27
82388912,2026-07-01,2026-07-01,11
82383750,2026-06-01,2026-06-01,13
82379313,2026-05-04,2026-05-04,27
91783306,2026-05-28,2026-05-28,23
91785182,2026-07-01,2026-07-01,2
91785339,2026-07-02,2026-07-02,8
91782018,2026-05-04,2026-05-04,28
82388457,2026-06-30,2026-06-30,10
82379324,2026-05-04,2026-05-04,27
91784938,2026-06-30,2026-06-30,28
91783485,2026-06-01,2026-06-01,2
82388150,2026-06-26,2026-06-26,1
82388903,2026-07-01,2026-07-01,10
82379329,2026-05-04,2026-05-04,27
82379641,2026-05-04,2026-05-04,23
91783297,2026-05-28,2026-05-28,2
91785082,2026-07-01,2026-07-01,2
91784819,2026-06-26,2026-06-26,28
82383357,2026-05-28,2026-05-28,1
82383648,2026-05-29,2026-05-29,24
82388950,2026-07-01,2026-07-01,1
82389389,2026-07-02,2026-07-02,22
82383858,2026-06-01,2026-06-01,12
91785055,2026-07-01,2026-07-01,4
91785205,2026-07-01,2026-07-01,2
82388824,2026-07-01,2026-07-01,3
82388881,2026-07-01,2026-07-01,3
82388953,2026-07-01,2026-07-01,1
82383846,2026-06-01,2026-06-01,12
82379347,2026-05-04,2026-05-04,27
82393138,2026-07-31,2026-07-31,1
91785206,2026-07-01,2026-07-01,2
91785327,2026-07-02,2026-07-02,2
91784967,2026-07-01,2026-07-01,17
91784921,2026-06-30,2026-06-30,19
91785042,2026-07-01,2026-07-01,9
91785043,2026-07-01,2026-07-01,16
91785130,2026-07-01,2026-07-01,2
91785147,2026-07-01,2026-07-01,2
82388459,2026-06-30,2026-06-30,6
82388469,2026-06-30,2026-06-30,11
82388473,2026-06-30,2026-06-30,1
82379292,2026-05-04,2026-05-04,1
91785029,2026-07-01,2026-07-01,4
91782027,2026-05-04,2026-05-04,28
91782102,2026-05-04,2026-05-04,14
91782155,2026-05-04,2026-05-04,14
82383654,2026-05-29,2026-05-29,18
82389037,2026-07-01,2026-07-01,1
82379382,2026-05-04,2026-05-04,27
91783295,2026-05-28,2026-05-28,19
91785098,2026-07-01,2026-07-01,2
91785159,2026-07-01,2026-07-01,2
91786526,2026-07-31,2026-07-31,28
91782019,2026-05-04,2026-05-04,28
91782086,2026-05-04,2026-05-04,19
91784730,2026-06-26,2026-06-26,2
91784796,2026-06-26,2026-06-26,4
82388865,2026-07-01,2026-07-01,27
82383879,2026-06-01,2026-06-01,13
91784982,2026-07-01,2026-07-01,20
91786489,2026-07-31,2026-07-31,2
91784779,2026-06-26,2026-06-26,28
91784903,2026-06-30,2026-06-30,16
82383753,2026-06-01,2026-06-01,1
82388464,2026-06-30,2026-06-30,4
82389405,2026-07-02,2026-07-02,1
82389412,2026-07-02,2026-07-02,3
82383838,2026-06-01,2026-06-01,1
82383945,2026-06-01,2026-06-01,27
91786499,2026-07-31,2026-07-31,5
91783461,2026-06-01,2026-06-01,2
91784904,2026-06-30,2026-06-30,18
82389081,2026-07-01,2026-07-01,3
91785015,2026-07-01,2026-07-01,28
91785167,2026-07-01,2026-07-01,11
82383369,2026-05-28,2026-05-28,3
82388774,2026-07-01,2026-07-01,23
91784978,2026-07-01,2026-07-01,22
91785280,2026-07-02,2026-07-02,8
91783415,2026-05-29,2026-05-29,2
91785341,2026-07-02,2026-07-02,2
91782199,2026-05-04,2026-05-04,5
82388918,2026-07-01,2026-07-01,6
82388961,2026-07-01,2026-07-01,27
82389555,2026-07-02,2026-07-02,8
82389614,2026-07-02,2026-07-02,7
82383928,2026-06-01,2026-06-01,27
91785002,2026-07-01,2026-07-01,21
91782184,2026-05-04,2026-05-04,2
91785069,2026-07-01,2026-07-01,7
91783376,2026-05-29,2026-05-29,28
91785363,2026-07-06,2026-07-06,22
91783550,2026-06-01,2026-06-01,3
91782069,2026-05-04,2026-05-04,2
91782164,2026-05-04,2026-05-04,10
82383368,2026-05-28,2026-05-28,16
82388105,2026-06-26,2026-06-26,17
82379299,2026-05-04,2026-05-04,28
82393104,2026-07-31,2026-07-31,2
91784963,2026-07-01,2026-07-01,28
91785111,2026-07-01,2026-07-01,28
91784804,2026-06-26,2026-06-26,28
91783444,2026-06-01,2026-06-01,2
82383349,2026-05-28,2026-05-28,27
82388174,2026-06-26,2026-06-26,28
82388467,2026-06-30,2026-06-30,1
91785114,2026-07-01,2026-07-01,2
91785195,2026-07-01,2026-07-01,2
91785291,2026-07-02,2026-07-02,7
91782116,2026-05-04,2026-05-04,28
82383714,2026-05-29,2026-05-29,17
82388468,2026-06-30,2026-06-30,12
82379363,2026-05-04,2026-05-04,21
82379402,2026-05-04,2026-05-04,24
91782072,2026-05-04,2026-05-04,28
82388810,2026-07-01,2026-07-01,7
82379348,2026-05-04,2026-05-04,27
91783487,2026-06-01,2026-06-01,28
91785204,2026-07-01,2026-07-01,2
91783426,2026-05-29,2026-05-29,4
91783595,2026-06-01,2026-06-01,28
91782152,2026-05-04,2026-05-04,22
91782171,2026-05-04,2026-05-04,24
82388812,2026-07-01,2026-07-01,9
82383831,2026-06-01,2026-06-01,27
82393181,2026-07-31,2026-07-31,27
91783414,2026-05-29,2026-05-29,28
91784809,2026-06-26,2026-06-26,9
82379366,2026-05-04,2026-05-04,1
82393130,2026-07-31,2026-07-31,3
91783400,2026-05-29,2026-05-29,25
91783288,2026-05-28,2026-05-28,28
82383385,2026-05-28,2026-05-28,1
82388177,2026-06-26,2026-06-26,1
82389409,2026-07-02,2026-07-02,27
82393150,2026-07-31,2026-07-31,27
91785080,2026-07-01,2026-07-01,2
91785121,2026-07-01,2026-07-01,2
91785149,2026-07-01,2026-07-01,2
91785283,2026-07-02,2026-07-02,28
91785305,2026-07-02,2026-07-02,8
91785009,2026-07-01,2026-07-01,10
91785118,2026-07-01,2026-07-01,2
91785333,2026-07-02,2026-07-02,24
82388901,2026-07-01,2026-07-01,27
82384067,2026-06-01,2026-06-01,27
82379661,2026-05-04,2026-05-04,14
91785196,2026-07-01,2026-07-01,2
91785213,2026-07-01,2026-07-01,2
91782138,2026-05-04,2026-05-04,20
91784714,2026-06-26,2026-06-26,10
91784828,2026-06-26,2026-06-26,2
82379308,2026-05-04,2026-05-04,27
82379320,2026-05-04,2026-05-04,6
82384056,2026-06-01,2026-06-01,27
91784935,2026-06-30,2026-06-30,3
91782146,2026-05-04,2026-05-04,2
82388120,2026-06-26,2026-06-26,27
82389023,2026-07-01,2026-07-01,1
82389375,2026-07-02,2026-07-02,7
82383929,2026-06-01,2026-06-01,5
82393143,2026-07-31,2026-07-31,27
82379818,2026-05-04,2026-05-04,4
91785102,2026-07-01,2026-07-01,2
82388143,2026-06-26,2026-06-26,27
82389386,2026-07-02,2026-07-02,24
82383854,2026-06-01,2026-06-01,27
82379355,2026-05-04,2026-05-04,14
82393165,2026-07-31,2026-07-31,25
91783610,2026-06-01,2026-06-01,27
82383639,2026-05-29,2026-05-29,1
82388795,2026-07-01,2026-07-01,22
82388164,2026-06-26,2026-06-26,14
91783371,2026-05-28,2026-05-28,11
91785210,2026-07-01,2026-07-01,2
91785309,2026-07-02,2026-07-02,24
91783529,2026-06-01,2026-06-01,20
91782124,2026-05-04,2026-05-04,7
91784716,2026-06-26,2026-06-26,28
91784776,2026-06-26,2026-06-26,13
82383391,2026-05-28,2026-05-28,1
82389411,2026-07-02,2026-07-02,7
82383877,2026-06-01,2026-06-01,27
82384058,2026-06-01,2026-06-01,27
91785064,2026-07-01,2026-07-01,8
91783497,2026-06-01,2026-06-01,8
91783503,2026-06-01,2026-06-01,28
91785325,2026-07-02,2026-07-02,2
91783517,2026-06-01,2026-06-01,3
82388168,2026-06-26,2026-06-26,1
82393149,2026-07-31,2026-07-31,11
91785133,2026-07-01,2026-07-01,7
91785345,2026-07-02,2026-07-02,28
91786506,2026-07-31,2026-07-31,28
91783617,2026-06-01,2026-06-01,28
91784771,2026-06-26,2026-06-26,28
91784805,2026-06-26,2026-06-26,28
82383363,2026-05-28,2026-05-28,1
82388877,2026-07-01,2026-07-01,19
82388914,2026-07-01,2026-07-01,9
82388965,2026-07-01,2026-07-01,27
82379328,2026-05-04,2026-05-04,22
91784941,2026-06-30,2026-06-30,28
91782056,2026-05-04,2026-05-04,26
91782156,2026-05-04,2026-05-04,15
91784871,2026-06-30,2026-06-30,5
82388861,2026-07-01,2026-07-01,27
82388461,2026-06-30,2026-06-30,11
82379392,2026-05-04,2026-05-04,1
91784979,2026-07-01,2026-07-01,28
91785036,2026-07-01,2026-07-01,4
82383772,2026-06-01,2026-06-01,2
82379260,2026-05-04,2026-05-04,1
82379268,2026-05-04,2026-05-04,27
82379273,2026-05-04,2026-05-04,25
82383939,2026-06-01,2026-06-01,20
91785212,2026-07-01,2026-07-01,2
91782020,2026-05-04,2026-05-04,11
82388869,2026-07-01,2026-07-01,16
82379311,2026-05-04,2026-05-04,27
91785189,2026-07-01,2026-07-01,2
91782115,2026-05-04,2026-05-04,28
91782128,2026-05-04,2026-05-04,28
82379389,2026-05-04,2026-05-04,2
91784968,2026-07-01,2026-07-01,16
91785078,2026-07-01,2026-07-01,2
91785295,2026-07-02,2026-07-02,2
91783425,2026-05-29,2026-05-29,8
91783531,2026-06-01,2026-06-01,7
91783615,2026-06-01,2026-06-01,17
91782050,2026-05-04,2026-05-04,28
91782131,2026-05-04,2026-05-04,27
91784876,2026-06-30,2026-06-30,28
82388771,2026-07-01,2026-07-01,16
91783311,2026-05-28,2026-05-28,19
91785261,2026-07-02,2026-07-02,28
91783478,2026-06-01,2026-06-01,28
82383839,2026-06-01,2026-06-01,14
82389616,2026-07-06,2026-07-06,27
82379351,2026-05-04,2026-05-04,27
82379643,2026-05-04,2026-05-04,27
91783490,2026-06-01,2026-06-01,20
91782127,2026-05-04,2026-05-04,28
82388907,2026-07-01,2026-07-01,3
82388909,2026-07-01,2026-07-01,27
82388451,2026-06-30,2026-06-30,4
82383842,2026-06-01,2026-06-01,1
91786529,2026-07-31,2026-07-31,26
91783607,2026-06-01,2026-06-01,28
91782160,2026-05-04,2026-05-04,28
91784789,2026-06-26,2026-06-26,28
